median_income,housing_median_age,total_rooms,ocean_proximity,median_house_value
3.1667,36.0,931.0,0.0,1.58
3.5179,36.0,1299.0,0.0,1.614
2.8333,34.0,2050.0,0.0,1.557
4.1429,33.0,1560.0,0.0,1.598
3.4722,34.0,2547.0,0.0,1.546
4.119,32.0,1507.0,0.0,1.633
2.5192,28.0,1686.0,0.0,1.573
3.9803,35.0,1623.0,0.0,1.526
3.7578,33.0,1453.0,0.0,1.558
2.7361,35.0,804.0,0.0,1.457
4.6364,35.0,1254.0,0.0,1.631
3.0904,36.0,1475.0,0.0,1.586
4.375,35.0,1309.0,0.0,1.565
4.7679,36.0,1044.0,0.0,1.539
3.1591,35.0,1141.0,0.0,1.483
4.7955,33.0,1458.0,0.0,1.581
4.025,34.0,1381.0,0.0,1.469
3.7258,32.0,1993.0,0.0,1.819
3.7708,34.0,1729.0,0.0,1.635
3.5592,36.0,1431.0,0.0,1.602
3.8409,34.0,1403.0,0.0,1.63
3.3409,34.0,1519.0,0.0,1.612
3.494,31.0,2349.0,0.0,1.545
3.8864,33.0,1493.0,0.0,1.589
2.274,27.0,2610.0,0.0,1.508
3.83,35.0,1499.0,0.0,1.49
4.0521,35.0,1375.0,0.0,1.518
3.3389,33.0,1782.0,0.0,1.579
2.1863,23.0,3188.0,0.0,1.576
4.2266,33.0,1733.0,0.0,1.538
3.871,27.0,5026.0,0.0,1.629
3.875,19.0,1129.0,0.0,1.356
4.2578,22.0,1919.0,0.0,1.441
4.1118,35.0,1341.0,0.0,1.573
3.975,32.0,1819.0,0.0,1.624
3.9219,35.0,1469.0,0.0,1.595
3.8581,35.0,2160.0,0.0,1.631
4.7917,30.0,2246.0,0.0,1.645
4.9342,23.0,6361.0,0.0,1.81
4.8854,30.0,1336.0,0.0,1.781
4.5554,15.0,11989.0,0.0,2.783
7.6286,33.0,629.0,0.0,3.304
4.6324,15.0,8749.0,0.0,1.688
4.6587,36.0,2241.0,0.0,1.619
4.7589,16.0,6756.0,0.0,1.782
3.6308,21.0,5459.0,0.0,1.921
3.6275,23.0,4535.0,0.0,1.541
3.7917,27.0,1702.0,0.0,1.311
3.9702,27.0,2383.0,0.0,1.414
3.2799,17.0,5973.0,0.0,1.993
5.0704,15.0,14058.0,0.0,2.262
3.375,35.0,3055.0,0.0,1.272
3.75,29.0,1468.0,0.0,1.906
2.375,33.0,349.0,0.0,1.333
2.625,21.0,797.0,0.0,1.911
3.443,18.0,8076.0,0.0,1.719
3.8125,36.0,116.0,0.0,1.363
3.9375,32.0,265.0,0.0,1.875
4.0324,22.0,3272.0,0.0,2.113
4.9271,21.0,2837.0,0.0,2.097
3.8125,37.0,682.0,0.0,1.38
3.185,30.0,4468.0,0.0,1.683
5.065,27.0,5640.0,0.0,2.154
5.257,25.0,6909.0,0.0,2.261
3.1979,32.0,2945.0,0.0,1.839
4.4653,33.0,3512.0,0.0,1.932
5.7057,27.0,2643.0,0.0,2.621
6.6988,26.0,2988.0,0.0,3.825
5.2405,21.0,5992.0,0.0,3.024
3.7459,33.0,3530.0,0.0,1.529
3.7083,33.0,2006.0,0.0,1.655
3.8319,28.0,1983.0,0.0,1.79
4.7332,22.0,5284.0,0.0,2.899
6.019,22.0,3632.0,0.0,3.249
7.0778,26.0,3343.0,0.0,3.343
6.2217,27.0,2275.0,0.0,3.335
6.9695,18.0,8399.0,0.0,3.604
4.1328,34.0,2376.0,0.0,1.763
4.4038,33.0,5462.0,0.0,1.867
4.5163,34.0,2777.0,0.0,1.838
6.1552,10.0,16414.0,0.0,3.625
5.6716,15.0,16042.0,0.0,3.304
4.9932,18.0,6100.0,0.0,2.84
5.0142,15.0,3978.0,0.0,2.699
6.7978,24.0,1219.0,0.0,3.25
6.8492,25.0,1075.0,0.0,3.322
5.2852,25.0,1348.0,0.0,2.976
6.2517,25.0,2799.0,0.0,3.111
5.7268,23.0,3335.0,0.0,3.003
5.7407,25.0,1259.0,0.0,3.022
5.5469,16.0,19059.0,0.0,2.652
2.5125,5.0,3088.0,0.0,1.845
3.253,20.0,9893.0,0.0,1.867
5.4155,23.0,7353.0,0.0,2.132
1.9762,52.0,1171.0,1.0,1.058
0.4999,52.0,62.0,1.0,1.125
1.4722,4.0,1391.0,1.0,1.375
1.7206,27.0,437.0,1.0,1.075
2.1908,37.0,378.0,1.0,0.946
2.0156,44.0,477.0,1.0,1.125
1.625,52.0,24.0,1.0,0.675
4.4821,33.0,859.0,1.0,2.201
6.2654,17.0,7116.0,1.0,2.738
5.411,33.0,1620.0,1.0,2.194
4.5594,13.0,3859.0,1.0,1.845
3.038,33.0,1943.0,1.0,1.375
2.5275,27.0,2221.0,1.0,1.517
3.766,33.0,1994.0,1.0,1.639
3.9464,9.0,907.0,1.0,1.796
2.6014,15.0,3595.0,1.0,1.503
3.1094,33.0,1328.0,1.0,1.36
3.4375,42.0,683.0,1.0,1.517
3.0417,24.0,1596.0,1.0,1.48
3.4777,33.0,2038.0,1.0,1.445
4.0083,37.0,1447.0,1.0,1.429
3.6806,29.0,2110.0,1.0,1.305
6.4576,33.0,2474.0,1.0,5.00001
4.9968,35.0,5005.0,1.0,2.95
6.101,42.0,1020.0,1.0,3.118
5.532,47.0,1745.0,1.0,3.185
6.5254,38.0,2981.0,1.0,3.65
4.2407,40.0,3838.0,1.0,2.62
4.8059,52.0,1354.0,1.0,2.706
4.275,48.0,3436.0,1.0,2.568
3.9125,52.0,2234.0,1.0,2.655
3.875,44.0,2419.0,1.0,2.808
9.4667,32.0,3868.0,1.0,5.00001
6.6888,36.0,1640.0,1.0,5.00001
4.1797,43.0,1694.0,1.0,4.868
3.6,44.0,2267.0,1.0,3.074
7.2419,38.0,2726.0,1.0,4.104
5.0482,45.0,2535.0,1.0,3.889
4.0385,52.0,1885.0,1.0,2.657
5.2865,37.0,3134.0,1.0,4.554
5.9582,38.0,1594.0,1.0,3.507
4.5625,36.0,3908.0,1.0,3.768
3.5694,41.0,3320.0,1.0,2.786
3.6705,46.0,1467.0,1.0,2.865
4.8214,34.0,2297.0,1.0,3.625
4.125,35.0,3585.0,1.0,3.3
7.1615,36.0,1401.0,1.0,4.847
9.8098,39.0,2731.0,1.0,5.00001
8.2004,32.0,5131.0,1.0,5.00001
15.0001,37.0,1980.0,1.0,5.00001
8.9728,39.0,2125.0,1.0,5.00001
3.6341,40.0,4307.0,1.0,3.915
7.0315,42.0,2461.0,1.0,4.373
8.4889,40.0,2662.0,1.0,5.00001
4.7308,44.0,1446.0,1.0,3.522
4.645,22.0,3359.0,1.0,2.762
3.3621,34.0,1523.0,1.0,3.772
15.0001,35.0,249.0,1.0,5.00001
3.735,23.0,3264.0,1.0,2.183
3.292,28.0,12139.0,1.0,2.273
2.6316,34.0,1077.0,1.0,2.528
3.9464,32.0,3308.0,1.0,2.736
3.0727,31.0,4353.0,1.0,2.426
4.7159,36.0,1332.0,1.0,3.659
5.2329,33.0,2874.0,1.0,4.309
7.7307,34.0,1966.0,1.0,4.29
4.9583,33.0,2352.0,1.0,4.457
6.1536,37.0,2250.0,1.0,3.66
3.8029,35.0,2454.0,1.0,4.148
5.4555,36.0,1471.0,1.0,3.951
6.5784,38.0,1778.0,1.0,4.085
6.5722,34.0,2837.0,1.0,4.374
2.8352,20.0,3350.0,1.0,1.617
3.52,23.0,3425.0,1.0,1.873
3.5878,31.0,6854.0,1.0,2.228
3.1304,44.0,2492.0,1.0,1.856
2.5417,43.0,2583.0,1.0,1.783
3.2377,32.0,6597.0,1.0,1.841
3.6336,27.0,6341.0,1.0,2.352
3.2841,24.0,2584.0,1.0,1.67
1.0548,31.0,1298.0,1.0,1.781
3.2723,39.0,1302.0,1.0,1.669
3.5481,35.0,1005.0,1.0,1.581
2.9605,37.0,1568.0,1.0,1.294
3.2857,37.0,1527.0,1.0,1.301
2.5395,35.0,1040.0,1.0,1.392
3.9219,37.0,1340.0,1.0,1.75
4.625,42.0,870.0,1.0,1.738
4.0729,38.0,3374.0,1.0,2.123
4.5491,43.0,1185.0,1.0,2.148
3.94,32.0,1937.0,1.0,2.784
2.5114,32.0,1978.0,1.0,2.122
3.5625,43.0,1858.0,1.0,2.116
4.2132,36.0,1722.0,1.0,2.122
4.733,36.0,1928.0,1.0,2.337
1.9688,36.0,452.0,1.0,2.26
4.625,39.0,1504.0,1.0,2.19
4.4236,38.0,2301.0,1.0,2.336
2.7857,30.0,2773.0,1.0,2.017
3.94,31.0,2647.0,1.0,2.239
2.9422,32.0,2668.0,1.0,2.331
5.9175,38.0,2076.0,1.0,4.169
5.0,44.0,773.0,1.0,4.471
7.1885,37.0,1275.0,1.0,5.00001
5.1509,42.0,3677.0,1.0,4.265
6.0878,39.0,2485.0,1.0,4.302
5.2249,39.0,2522.0,1.0,4.452
6.5989,44.0,2007.0,1.0,5.00001
5.6916,30.0,2170.0,1.0,5.00001
3.55,20.0,5218.0,1.0,4.767
3.6639,25.0,3891.0,1.0,2.481
4.5667,34.0,2941.0,1.0,2.715
4.1875,35.0,2053.0,1.0,2.754
3.2596,48.0,1410.0,1.0,2.724
2.7656,36.0,2178.0,1.0,2.395
3.0854,39.0,2603.0,1.0,2.487
4.8017,39.0,2302.0,1.0,2.738
4.7931,36.0,1606.0,1.0,2.726
3.8646,38.0,3229.0,0.0,2.571
4.3523,42.0,1576.0,0.0,2.836
3.5761,43.0,1833.0,0.0,2.567
3.6995,38.0,2438.0,0.0,2.601
4.1488,38.0,2317.0,1.0,2.353
4.6211,34.0,2597.0,1.0,2.489
4.2321,30.0,2143.0,1.0,2.522
4.0179,42.0,2065.0,1.0,2.743
4.0625,38.0,2036.0,0.0,2.625
4.8594,38.0,1960.0,0.0,2.659
3.244,36.0,1239.0,0.0,2.581
4.2898,40.0,1975.0,0.0,2.516
2.5474,40.0,1745.0,0.0,1.981
4.0987,35.0,1224.0,0.0,2.024
2.9196,33.0,2557.0,0.0,2.088
3.7222,34.0,1823.0,0.0,2.072
3.7066,32.0,3214.0,0.0,2.068
3.8304,34.0,2001.0,1.0,1.83
4.037,35.0,1148.0,0.0,1.733
2.8333,32.0,1339.0,1.0,1.86
3.5268,23.0,602.0,0.0,1.464
3.4286,32.0,1747.0,1.0,1.918
3.6944,29.0,2741.0,1.0,1.752
2.6917,24.0,2080.0,1.0,1.7
2.8029,29.0,1219.0,1.0,1.809
2.4464,32.0,1780.0,1.0,1.696
3.4005,34.0,2249.0,1.0,1.763
3.6094,29.0,3402.0,1.0,1.792
3.8085,27.0,2424.0,1.0,1.814
3.4609,35.0,2120.0,1.0,1.663
3.994,29.0,2003.0,1.0,1.953
3.6531,30.0,2281.0,1.0,1.663
2.6071,28.0,2769.0,1.0,1.759
4.275,35.0,1852.0,1.0,1.736
3.1944,32.0,1613.0,1.0,1.817
4.6467,23.0,1627.0,1.0,1.851
2.3333,31.0,2402.0,1.0,1.642
3.25,37.0,775.0,1.0,1.592
2.9688,42.0,1597.0,1.0,1.628
2.3611,52.0,177.0,0.0,1.313
2.0433,34.0,572.0,0.0,1.388
2.7254,25.0,4909.0,0.0,1.435
2.4914,30.0,1572.0,0.0,1.592
2.5119,37.0,778.0,0.0,1.805
3.4202,34.0,1197.0,0.0,1.891
3.2569,42.0,1988.0,0.0,2.015
3.2312,38.0,2462.0,0.0,2.119
3.125,19.0,1554.0,0.0,2.071
2.806,37.0,1210.0,0.0,2.146
3.2373,32.0,4492.0,0.0,1.831
2.3929,30.0,2308.0,0.0,1.844
3.1042,37.0,1091.0,0.0,1.52
2.1453,36.0,1018.0,0.0,1.621
3.8125,39.0,1382.0,0.0,1.74
2.3098,39.0,2451.0,0.0,1.731
2.9334,22.0,6311.0,1.0,1.826
2.7721,26.0,557.0,1.0,1.554
2.2559,24.0,5684.0,1.0,1.668
2.3236,21.0,3245.0,1.0,1.563
2.4706,31.0,1513.0,0.0,1.706
2.1094,24.0,2343.0,0.0,1.352
2.4875,27.0,2510.0,0.0,1.578
2.1383,31.0,957.0,0.0,1.534
3.1875,30.0,2019.0,0.0,1.542
3.2132,39.0,1258.0,0.0,1.761
2.1781,32.0,2286.0,0.0,1.745
2.1406,45.0,531.0,0.0,1.625
3.023,25.0,1022.0,0.0,1.42
2.5763,28.0,2127.0,0.0,1.739
1.9189,28.0,1778.0,0.0,1.659
3.5156,31.0,1370.0,0.0,1.993
3.29,32.0,4089.0,0.0,2.055
2.5985,34.0,2873.0,0.0,1.686
2.6579,32.0,1252.0,0.0,1.568
3.7279,36.0,1084.0,0.0,1.622
2.6288,28.0,1516.0,0.0,1.603
2.5445,24.0,2469.0,0.0,1.514
3.0536,34.0,1058.0,0.0,1.375
3.0,35.0,1734.0,0.0,1.606
3.5,32.0,1619.0,0.0,1.651
2.375,36.0,21.0,0.0,1.75
2.2577,26.0,2929.0,0.0,1.738
2.5562,34.0,1610.0,0.0,1.563
2.7955,36.0,1359.0,0.0,1.575
3.5129,36.0,1345.0,0.0,1.423
2.1602,31.0,1135.0,0.0,1.617
2.3611,28.0,991.0,0.0,1.67
3.0625,33.0,2464.0,0.0,1.658
2.8821,28.0,6175.0,0.0,1.581
10.2289,34.0,3113.0,1.0,5.00001
7.8588,34.0,4062.0,1.0,4.548
5.5418,36.0,2415.0,1.0,3.261
5.7051,35.0,2142.0,1.0,3.26
7.7108,39.0,2321.0,1.0,4.5
9.532,50.0,1430.0,1.0,4.833
8.7835,52.0,2405.0,1.0,4.441
6.827,36.0,4915.0,1.0,3.594
6.4288,46.0,2676.0,1.0,2.955
4.7269,48.0,2539.0,1.0,3.039
6.1824,36.0,1449.0,1.0,2.741
5.6629,45.0,1213.0,1.0,2.34
4.9312,46.0,1271.0,1.0,2.402
2.92,43.0,1621.0,1.0,2.422
4.73,45.0,3595.0,1.0,2.01
5.0953,39.0,2569.0,1.0,2.074
3.7932,37.0,1997.0,1.0,2.103
4.1518,52.0,1786.0,1.0,1.821
4.5,46.0,1505.0,1.0,1.842
5.4727,34.0,2765.0,1.0,2.389
3.2216,48.0,1854.0,0.0,1.616
3.6094,47.0,1717.0,0.0,1.607
4.25,40.0,1840.0,0.0,1.779
3.8203,43.0,1810.0,0.0,1.76
5.9845,40.0,1983.0,0.0,2.417
9.8413,32.0,10626.0,0.0,5.00001
8.3695,37.0,2260.0,0.0,5.00001
8.72,44.0,1473.0,0.0,4.159
7.419,41.0,2031.0,0.0,4.837
6.553,41.0,1602.0,0.0,5.00001
7.8375,40.0,1477.0,0.0,5.00001
6.7571,42.0,1493.0,0.0,4.439
4.7734,41.0,1676.0,0.0,4.508
8.4802,34.0,3296.0,0.0,5.00001
9.2463,39.0,3008.0,0.0,5.00001
7.0059,39.0,2686.0,0.0,5.00001
5.9771,37.0,1376.0,0.0,4.318
6.3794,35.0,3646.0,0.0,5.00001
6.987,44.0,2890.0,0.0,5.00001
15.0001,34.0,2061.0,0.0,5.00001
15.0001,38.0,2176.0,0.0,5.00001
9.0702,43.0,4269.0,0.0,5.00001
9.4987,34.0,5012.0,0.0,5.00001
2.2328,46.0,2230.0,0.0,1.421
2.0278,46.0,2553.0,0.0,1.275
1.8932,44.0,1870.0,0.0,1.361
2.4135,48.0,568.0,0.0,1.357
3.1741,52.0,1193.0,0.0,1.638
2.8472,44.0,1401.0,0.0,2.188
3.3125,42.0,1521.0,0.0,1.549
2.2326,42.0,2076.0,0.0,1.492
3.5887,44.0,2195.0,0.0,1.535
4.375,38.0,1280.0,0.0,1.667
4.0985,45.0,1790.0,0.0,1.731
4.0714,42.0,2203.0,1.0,2.34
3.5164,47.0,3457.0,0.0,2.265
3.7222,49.0,1678.0,1.0,2.37
2.3967,38.0,1750.0,0.0,1.631
5.894,47.0,2168.0,1.0,3.009
5.9009,52.0,3571.0,1.0,3.76
6.3467,44.0,2357.0,1.0,3.527
6.4223,52.0,3094.0,1.0,3.109
4.7241,46.0,1774.0,1.0,2.796
3.2813,48.0,1111.0,1.0,2.681
4.99,50.0,3374.0,1.0,2.616
3.1115,46.0,2837.0,1.0,2.346
3.4777,47.0,2344.0,1.0,2.306
5.8309,52.0,1464.0,1.0,3.091
2.2692,37.0,2705.0,1.0,2.25
3.7159,52.0,1835.0,1.0,3.154
3.6094,52.0,1784.0,0.0,2.615
3.9688,52.0,1700.0,0.0,1.75
4.0524,52.0,2667.0,0.0,1.731
2.7148,42.0,2757.0,0.0,1.668
3.3068,50.0,1493.0,0.0,1.544
2.3,40.0,1054.0,0.0,1.467
2.3029,45.0,2612.0,0.0,1.488
1.2891,18.0,1711.0,0.0,1.813
2.2765,38.0,2471.0,0.0,1.466
1.7321,44.0,1284.0,0.0,1.784
3.5909,46.0,1508.0,0.0,1.554
4.1518,43.0,1276.0,0.0,2.307
6.07,52.0,1576.0,0.0,2.618
6.6031,19.0,1721.0,0.0,5.00001
7.3715,17.0,821.0,0.0,2.63
2.575,39.0,2776.0,0.0,1.535
1.5156,52.0,407.0,0.0,1.875
1.1667,52.0,275.0,0.0,5.00001
1.6921,52.0,1925.0,0.0,1.625
2.3654,49.0,806.0,0.0,1.375
2.3062,34.0,2384.0,0.0,1.58
2.1377,30.0,2598.0,0.0,1.423
1.6887,20.0,2410.0,0.0,1.486
1.0846,36.0,930.0,0.0,1.464
3.2898,49.0,1962.0,0.0,2.0
2.6217,36.0,2973.0,0.0,1.563
2.7201,52.0,2687.0,0.0,2.057
2.2095,36.0,2162.0,0.0,1.767
2.8125,24.0,1125.0,0.0,1.417
1.9923,41.0,1256.0,0.0,5.00001
0.8438,17.0,1896.0,0.0,1.75
2.2174,38.0,1843.0,0.0,2.154
2.8631,30.0,1762.0,0.0,1.886
2.4817,33.0,2682.0,0.0,1.695
2.6038,18.0,1665.0,0.0,1.556
2.1763,19.0,557.0,0.0,1.688
3.0119,22.0,1671.0,0.0,1.714
3.1875,9.0,2099.0,0.0,1.731
2.5903,28.0,1119.0,0.0,1.25
4.7098,52.0,2948.0,1.0,2.879
4.0,52.0,1872.0,0.0,2.504
3.6719,52.0,1596.0,0.0,2.279
2.5664,52.0,1787.0,0.0,2.15
4.3083,36.0,2875.0,1.0,2.693
4.2386,44.0,2795.0,1.0,2.837
3.4811,44.0,4505.0,1.0,3.005
3.0417,52.0,2166.0,1.0,2.226
5.4223,52.0,3158.0,1.0,3.256
4.2065,52.0,2489.0,1.0,3.203
3.4583,52.0,1353.0,1.0,2.399
2.6172,40.0,1950.0,0.0,1.961
3.6474,26.0,2193.0,0.0,1.841
3.4167,35.0,1760.0,0.0,1.982
5.0237,52.0,2218.0,0.0,2.419
5.3272,46.0,2863.0,1.0,3.302
3.0096,32.0,978.0,1.0,1.99
2.7431,14.0,1442.0,1.0,1.775
4.5461,42.0,3490.0,1.0,2.424
2.2321,46.0,271.0,1.0,2.375
3.5568,52.0,670.0,1.0,2.05
4.3452,49.0,1467.0,1.0,2.601
5.0393,45.0,2199.0,1.0,3.211
6.4761,39.0,1804.0,1.0,3.975
4.2143,35.0,2459.0,1.0,3.694
3.4087,45.0,1095.0,1.0,2.092
3.375,42.0,3200.0,1.0,2.604
0.4999,28.0,238.0,1.0,5.00001
3.1729,45.0,2923.0,1.0,2.187
6.1159,52.0,1282.0,1.0,4.708
8.4546,46.0,1238.0,1.0,5.00001
7.4185,35.0,1897.0,1.0,5.00001
3.88,42.0,2690.0,1.0,2.811
5.3377,40.0,3092.0,1.0,3.738
2.8007,45.0,1345.0,1.0,2.109
3.5804,45.0,3066.0,0.0,3.244
6.0948,52.0,2401.0,0.0,3.587
3.6572,26.0,6262.0,0.0,2.132
4.1324,44.0,3298.0,0.0,4.348
5.8692,52.0,2337.0,0.0,4.904
3.1033,25.0,3420.0,0.0,2.179
4.8304,39.0,2099.0,0.0,4.932
3.4531,23.0,5465.0,0.0,2.109
3.2643,29.0,3559.0,0.0,1.639
3.6997,24.0,10239.0,0.0,2.25
2.9511,17.0,3404.0,0.0,2.823
3.875,27.0,1499.0,0.0,2.583
2.3,45.0,543.0,0.0,0.55
1.625,52.0,403.0,0.0,1.875
8.2435,27.0,1551.0,0.0,5.00001
7.4817,41.0,3039.0,0.0,5.00001
11.7894,45.0,2257.0,0.0,5.00001
7.9213,44.0,2734.0,0.0,4.778
6.1953,39.0,2902.0,0.0,3.63
7.7116,38.0,3039.0,0.0,3.609
4.7298,30.0,2763.0,0.0,5.00001
4.7344,50.0,2443.0,0.0,3.147
7.723,36.0,4003.0,0.0,5.00001
7.9976,52.0,2826.0,0.0,5.00001
10.7397,46.0,3156.0,0.0,5.00001
4.9167,16.0,3569.0,0.0,2.511
5.1072,49.0,4438.0,0.0,4.797
3.6389,34.0,824.0,0.0,2.15
11.706,52.0,2935.0,0.0,5.00001
10.6767,48.0,2476.0,0.0,5.00001
11.5609,52.0,2954.0,0.0,5.00001
15.0001,52.0,2907.0,0.0,5.00001
10.2317,52.0,2787.0,0.0,5.00001
9.1373,52.0,2568.0,0.0,5.00001
8.1124,52.0,2742.0,0.0,5.00001
12.4237,44.0,1917.0,0.0,5.00001
9.7912,44.0,1745.0,0.0,5.00001
7.8347,45.0,2966.0,0.0,5.00001
6.3013,49.0,3783.0,0.0,5.00001
11.6471,50.0,1835.0,0.0,5.00001
15.0001,47.0,2234.0,0.0,5.00001
5.9546,39.0,788.0,1.0,3.967
5.5067,41.0,1598.0,0.0,3.25
5.4536,38.0,2638.0,0.0,3.427
5.6152,38.0,1713.0,0.0,3.599
3.301,27.0,3787.0,1.0,2.512
3.5671,28.0,4465.0,1.0,2.285
4.1136,30.0,2201.0,1.0,2.799
4.2312,43.0,1554.0,1.0,2.726
3.6827,34.0,2921.0,0.0,2.641
4.2434,27.0,1685.0,0.0,2.705
5.0736,41.0,2869.0,0.0,2.707
3.1576,47.0,832.0,0.0,2.25
3.9464,42.0,2628.0,0.0,2.572
5.5924,42.0,1969.0,0.0,2.853
3.0819,32.0,2830.0,0.0,2.146
4.6442,36.0,2966.0,0.0,3.168
6.5078,45.0,1883.0,0.0,4.148
3.75,52.0,1788.0,0.0,2.8
6.706,49.0,3367.0,0.0,3.514
6.7099,50.0,2131.0,0.0,3.522
5.2503,49.0,2812.0,0.0,2.929
5.2131,48.0,2124.0,0.0,3.596
4.0556,49.0,2057.0,0.0,2.826
4.2344,34.0,2918.0,0.0,3.063
2.5663,19.0,2742.0,0.0,1.975
2.7816,21.0,3862.0,0.0,1.882
3.1103,26.0,3050.0,0.0,2.141
2.918,20.0,3447.0,0.0,2.087
4.825,45.0,1780.0,0.0,3.511
3.1975,24.0,4670.0,0.0,2.524
2.8919,52.0,4061.0,0.0,2.584
5.2292,52.0,3367.0,0.0,4.445
3.9485,52.0,4325.0,0.0,4.191
7.4111,52.0,2375.0,0.0,4.691
3.7895,52.0,1746.0,0.0,3.648
4.2981,52.0,1000.0,0.0,3.528
3.8427,36.0,6119.0,0.0,3.197
3.8529,43.0,1810.0,0.0,3.5
3.4018,52.0,1518.0,0.0,2.045
6.0199,49.0,1789.0,0.0,5.0
5.4165,38.0,2231.0,0.0,4.351
4.2944,37.0,2246.0,0.0,3.547
3.5875,39.0,2618.0,0.0,3.093
3.4559,39.0,3856.0,0.0,3.649
4.1661,31.0,5715.0,0.0,3.644
3.7235,48.0,1091.0,0.0,2.636
3.6406,39.0,1758.0,0.0,2.789
4.9676,26.0,4971.0,0.0,3.814
8.058,25.0,4444.0,0.0,4.773
3.108,27.0,4073.0,0.0,2.31
2.8062,27.0,1935.0,0.0,1.928
4.4306,52.0,2203.0,0.0,2.258
3.1204,52.0,1722.0,0.0,2.24
3.1211,36.0,3514.0,0.0,2.293
3.125,44.0,1053.0,0.0,2.056
3.3988,48.0,3697.0,0.0,1.992
2.7483,28.0,4164.0,0.0,2.188
2.85,38.0,1745.0,0.0,2.19
2.7036,24.0,3988.0,0.0,1.7
2.3464,30.0,1433.0,0.0,1.917
2.9405,24.0,2999.0,0.0,2.178
3.665,52.0,695.0,0.0,2.204
3.3229,44.0,2012.0,0.0,2.266
3.2307,25.0,4870.0,0.0,1.884
3.0078,42.0,700.0,0.0,1.917
2.2214,42.0,2562.0,0.0,2.19
2.575,40.0,1931.0,0.0,2.284
2.7436,27.0,6010.0,0.0,2.017
2.6553,41.0,1379.0,0.0,1.831
2.3462,36.0,1068.0,0.0,1.885
4.2833,44.0,2352.0,0.0,2.58
3.81,29.0,1937.0,0.0,2.346
3.3801,20.0,3090.0,0.0,1.925
2.34,34.0,2578.0,0.0,2.109
3.4375,34.0,2253.0,0.0,2.598
3.6083,33.0,2178.0,0.0,2.12
3.2361,28.0,676.0,0.0,1.875
3.5313,36.0,2679.0,0.0,2.132
3.6696,40.0,1904.0,0.0,2.104
3.9219,38.0,1889.0,0.0,2.052
2.9688,43.0,1716.0,0.0,2.114
3.0125,40.0,855.0,0.0,2.24
2.6901,34.0,1513.0,0.0,2.356
3.0357,33.0,1430.0,0.0,2.06
3.1607,42.0,1003.0,0.0,2.183
4.875,42.0,1460.0,0.0,2.273
2.543,37.0,2894.0,0.0,2.081
2.6884,24.0,4510.0,0.0,2.046
3.8906,46.0,2822.0,0.0,2.383
3.3966,42.0,3172.0,0.0,2.432
3.3421,30.0,2350.0,0.0,2.01
4.5446,45.0,1106.0,0.0,2.448
5.2719,46.0,1130.0,0.0,2.444
2.6981,25.0,3603.0,0.0,2.08
5.3032,52.0,1437.0,0.0,2.457
3.1583,49.0,1782.0,0.0,2.682
2.6716,34.0,3848.0,0.0,2.271
2.5787,35.0,2517.0,0.0,2.23
3.2344,36.0,2433.0,0.0,2.349
3.085,32.0,1880.0,0.0,2.205
3.0592,45.0,1770.0,0.0,2.125
2.025,43.0,1050.0,0.0,2.156
2.2261,23.0,1190.0,0.0,2.118
1.1875,17.0,1714.0,0.0,1.839
2.3664,20.0,2130.0,0.0,1.922
2.4599,17.0,5137.0,0.0,1.816
2.3393,19.0,3215.0,0.0,2.023
2.3224,18.0,2609.0,0.0,1.923
4.1902,42.0,1036.0,0.0,2.35
3.7857,39.0,2390.0,0.0,2.457
4.7569,37.0,1339.0,0.0,2.538
3.2875,52.0,1983.0,0.0,2.344
2.4348,44.0,1626.0,0.0,2.207
3.8644,47.0,2994.0,0.0,2.415
3.6364,42.0,3836.0,0.0,2.546
3.125,40.0,1072.0,0.0,2.427
3.505,28.0,3855.0,0.0,2.043
6.1509,25.0,4284.0,0.0,3.151
5.828,27.0,1675.0,0.0,3.011
3.4118,25.0,5478.0,0.0,3.411
3.5089,31.0,3362.0,0.0,3.058
3.8472,33.0,3287.0,0.0,2.933
2.8672,30.0,1692.0,0.0,1.985
3.3906,27.0,5257.0,0.0,2.372
3.9531,35.0,3229.0,0.0,2.684
3.875,39.0,1880.0,0.0,2.364
2.5321,35.0,1729.0,0.0,1.972
2.4286,25.0,1137.0,0.0,2.333
3.1892,25.0,1526.0,0.0,2.147
2.1061,32.0,1273.0,0.0,2.147
2.8229,16.0,2416.0,0.0,1.637
2.9764,14.0,2628.0,0.0,1.603
2.5938,45.0,593.0,0.0,1.993
3.2578,38.0,1036.0,0.0,1.842
2.5,21.0,1349.0,0.0,1.821
2.5964,29.0,1179.0,0.0,1.768
3.3088,39.0,1270.0,0.0,1.866
2.4931,36.0,1240.0,0.0,1.703
2.5104,36.0,3661.0,0.0,1.85
3.175,26.0,794.0,0.0,1.708
2.25,33.0,3437.0,0.0,2.037
3.0347,45.0,726.0,0.0,1.832
2.3424,31.0,1054.0,0.0,1.885
2.6094,30.0,1980.0,0.0,1.794
2.629,38.0,3230.0,0.0,1.716
4.7222,20.0,5841.0,0.0,1.851
2.2083,31.0,1146.0,0.0,1.856
2.9524,31.0,2852.0,0.0,1.788
3.25,36.0,1463.0,0.0,1.792
2.5488,30.0,1547.0,0.0,1.875
3.5357,22.0,1764.0,0.0,1.99
3.756,31.0,3559.0,0.0,1.833
2.913,26.0,1495.0,0.0,1.523
